,id,title,genres_list,director,vote_average
3446,1777,Fahrenheit 9/11,['Documentary'],Michael Moore,6.8
3447,642,Butch Cassidy and the Sundance Kid,"['History', 'Drama', 'Western', 'Crime']",George Roy Hill,7.4
3448,433,Mary Poppins,"['Comedy', 'Family', 'Fantasy']",Robert Stevenson,7.4
3449,16619,Ordinary People,['Drama'],Robert Redford,7.4
3450,1725,West Side Story,"['Crime', 'Drama', 'Music']",Robert Wise,7.0
3451,11977,Caddyshack,['Comedy'],Harold Ramis,6.6
3452,20322,The Brothers,"['Comedy', 'Drama', 'Romance']",Gary Hardwick,6.5
3453,16158,The Wood,"['Comedy', 'Drama', 'Romance']",Rick Famuyiwa,7.1
3454,629,The Usual Suspects,"['Drama', 'Crime', 'Thriller']",Bryan Singer,8.1
3455,10160,A Nightmare on Elm Street 5: The Dream Child,"['Horror', 'Thriller']",Stephen Hopkins,5.5
3456,11452,National Lampoon’s Van Wilder,"['Comedy', 'Romance']",Walt Becker,5.9
3457,12163,The Wrestler,"['Drama', 'Romance']",Darren Aronofsky,7.3
3458,32275,Duel in the Sun,['Western'],King Vidor,6.2
3459,13785,Best in Show,['Comedy'],Christopher Guest,6.7
3460,1103,Escape from New York,"['Science Fiction', 'Action']",John Carpenter,6.9
3461,36739,School Daze,"['Comedy', 'Drama']",Spike Lee,6.2
3462,14144,Daddy Day Camp,"['Comedy', 'Family']",Fred Savage,4.4
3463,10622,Mr. Nice Guy,"['Crime', 'Action', 'Comedy']",Sammo Hung,6.3
3464,13370,A Mighty Wind,"['Comedy', 'Music']",Christopher Guest,6.6
3465,11191,Mystic Pizza,"['Comedy', 'Drama', 'Romance']",Donald Petrie,5.9
3466,10215,Sliding Doors,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Peter Howitt,6.5
3467,25066,Tales from the Hood,"['Crime', 'Horror', 'Thriller']",Rusty Cundieff,5.4
3468,1523,The Last King of Scotland,['Drama'],Kevin Macdonald,7.4
3469,11361,Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']",Dominique Othenin-Girard,5.2
3470,92591,Bernie,"['Comedy', 'Crime', 'Drama']",Richard Linklater,6.5
3471,57612,Dolphins and Whales: Tribes of the Ocean,['Documentary'],Jean-Jacques Mantello,8.0
3472,12509,Pollock,"['Drama', 'Romance']",Ed Harris,6.6
3473,15256,200 Cigarettes,"['Comedy', 'Drama', 'Romance']",Risa Bramon Garcia,6.1
3474,83686,The Words,"['Drama', 'Thriller']",Brian Klugman,6.4
3475,80304,Casa De Mi Padre,"['Comedy', 'Western']",Matt Piedmont,5.5
3476,28053,City Island,"['Drama', 'Comedy']",Raymond De Felitta,6.9
3477,67913,The Guard,"['Action', 'Comedy', 'Thriller', 'Crime']",John Michael McDonagh,6.8
3478,13991,College,['Comedy'],Deb Hagan,4.8
3479,1443,The Virgin Suicides,"['Drama', 'Romance']",Sofia Coppola,7.1
3480,8545,Little Voice,"['Comedy', 'Drama']",Mark Herman,6.6
3481,19556,Miss March,"['Comedy', 'Romance']",Zach Cregger,5.4
3482,231576,Wish I Was Here,"['Drama', 'Comedy']",Zach Braff,6.4
3483,16172,Simply Irresistible,['Comedy'],Mark Tarlov,5.5
3484,13403,Hedwig and the Angry Inch,"['Comedy', 'Music']",John Cameron Mitchell,7.4
3485,15797,Only the Strong,['Action'],Sheldon Lettich,6.9
3486,347764,Goddess of Love,"['Mystery', 'Drama', 'Thriller', 'Horror']",Jon Knautz,6.2
3487,13537,Shattered Glass,"['Drama', 'History']",Billy Ray,6.6
3488,20794,Novocaine,"['Comedy', 'Crime', 'Thriller']",David Atkins,6.0
3489,31064,The Business of Strangers,"['Drama', 'Thriller']",Patrick Stettner,5.7
3490,576,The Wild Bunch,"['Adventure', 'Western']",Sam Peckinpah,7.6
3491,13990,The Wackness,['Drama'],Jonathan Levine,6.2
3492,11583,The First Great Train Robbery,"['Thriller', 'Adventure', 'Drama', 'Crime']",Michael Crichton,6.6
3493,18602,Morvern Callar,['Drama'],Lynne Ramsay,7.2
3494,27549,Beastmaster 2: Through the Portal of Time,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Sylvio Tabet,4.6
3495,59728,The 5th Quarter,['Drama'],Rick Bieber,4.7
3496,10930,The Flower of Evil,['Drama'],Claude Chabrol,5.7
3497,32395,The Greatest,['Drama'],Shana Feste,6.2
3498,58882,Snow Flower and the Secret Fan,"['Drama', 'History']",Wayne Wang,5.3
3499,7547,Come Early Morning,"['Drama', 'Romance']",Joey Lauren Adams,5.9
3500,35944,Lucky Break,"['Action', 'Comedy']",Peter Cattaneo,6.5
3501,42222,Julia,['Drama'],Fred Zinnemann,6.3
3502,13827,"Surfer, Dude",['Comedy'],S.R. Bindler,4.7
3503,44260,Lake of Fire,['Documentary'],Tony Kaye,8.0
3504,9282,11:14,"['Crime', 'Drama', 'Thriller']",Greg Marcks,6.8
3505,38940,Men of War,"['Action', 'Thriller']",Perry Lang,5.4
3506,35689,Don McKay,"['Crime', 'Mystery', 'Thriller']",Jake Goldberger,5.4
3507,97614,Deadfall,"['Crime', 'Drama', 'Thriller']",Stefan Ruzowitzky,5.6
3508,37206,A Shine of Rainbows,"['Drama', 'Family']",Vic Sarin,6.3
3509,58626,The Hit List,"['Action', 'Thriller']",William Kaufman,5.2
3510,183894,Emma,"['Romance', 'Comedy', 'Drama']",Jim O'Hanlon,7.6
3511,837,Videodrome,"['Horror', 'Mystery', 'Science Fiction']",David Cronenberg,7.1
3512,1555,The Spanish Apartment,"['Drama', 'Comedy', 'Romance']",Cédric Klapisch,7.0
3513,244783,Song One,['Drama'],Kate Barker-Froyland,5.5
3514,16564,Winter in Wartime,"['Drama', 'History', 'War']",Martin Koolhoven,6.8
3515,168027,Freaky Deaky,['Comedy'],Charles Matthau,4.9
3516,3482,The Train,"['Action', 'Drama', 'Thriller', 'War']",John Frankenheimer,7.2
3517,135595,Trade Of Innocents,"['Drama', 'Thriller']",Christopher Bessette,5.5
3518,8982,The Protector,"['Action', 'Crime', 'Drama', 'Thriller']",Prachya Pinkaew,6.8
3519,89861,Stiff Upper Lips,['Comedy'],Gary Sinyor,10.0
3520,455,Bend It Like Beckham,"['Comedy', 'Drama', 'Romance']",Gurinder Chadha,6.2
3521,57022,Sunshine State,['Drama'],John Sayles,6.0
3522,14351,Crossover,"['Action', 'Adventure', 'Drama']",Preston A. Whitmore II,4.2
3523,147767,Khiladi 786,"['Action', 'Comedy']",Ashish R. Mohan,4.7
3524,10664,[REC]²,"['Thriller', 'Horror']",Jaume Balagueró,6.4
3525,55567,Standing Ovation,"['Comedy', 'Music', 'Family']",Stewart Raffill,3.9
3526,9277,The Sting,"['Comedy', 'Crime', 'Drama']",George Roy Hill,7.9
3527,9443,Chariots of Fire,"['Drama', 'History']",Hugh Hudson,6.8
3528,16186,Diary of a Mad Black Woman,"['Comedy', 'Drama', 'Romance']",Darren Grant,6.4
3529,7863,Shine,['Drama'],Scott Hicks,7.3
3530,138697,Don Jon,"['Romance', 'Comedy', 'Drama']",Joseph Gordon-Levitt,5.9
3531,11901,High Plains Drifter,['Western'],Clint Eastwood,7.4
3532,1548,Ghost World,"['Comedy', 'Drama']",Terry Zwigoff,7.1
3533,11889,Iris,"['Drama', 'Romance']",Richard Eyre,6.2
3534,33155,Galaxina,"['Comedy', 'Science Fiction']",William Sachs,3.3
3535,5528,The Chorus,['Drama'],Christophe Barratier,7.5
3536,321,Mambo Italiano,"['Comedy', 'Romance']",Émile Gaudreault,5.6
3537,4997,Wonderland,"['Crime', 'Drama', 'Mystery', 'Thriller']",James Cox,6.2
3538,925,Do the Right Thing,['Drama'],Spike Lee,7.6
3539,27451,Harvard Man,['Drama'],James Toback,4.8
3540,73532,Le Havre,"['Drama', 'Comedy']",Aki Kaurismäki,6.8
3541,979,Irreversible,"['Drama', 'Thriller', 'Crime', 'Mystery']",Gaspar Noé,7.1
3542,193722,R100,"['Comedy', 'Drama']",Hitoshi Matsumoto,5.4
3543,7913,Rang De Basanti,['Drama'],Rakeysh Omprakash Mehra,7.2
3544,253253,Animals,['Drama'],Collin Schiffli,6.2
3545,51995,Salvation Boulevard,"['Comedy', 'Thriller', 'Action', 'Drama']",George Ratliff,5.6
3546,13173,The Ten,['Comedy'],David Wain,4.9
3547,22908,A Room for Romeo Brass,"['Drama', 'Comedy', 'Foreign']",Shane Meadows,7.3
3548,70670,Headhunters,"['Thriller', 'Crime']",Morten Tyldum,7.1
3549,84204,Grabbers,"['Science Fiction', 'Comedy', 'Thriller', 'Horror']",Jon Wright,6.0
3550,25248,Saint Ralph,"['Comedy', 'Drama']",Michael McGowan,7.3
3551,230266,Miss Julie,['Drama'],Liv Ullmann,5.9
3552,16633,Somewhere in Time,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']",Jeannot Szwarc,7.2
3553,63006,Dum Maaro Dum,"['Drama', 'Action', 'Crime', 'Foreign']",Rohan Sippy,5.4
3554,91586,Insidious: Chapter 2,"['Horror', 'Thriller']",James Wan,6.5
3555,215,Saw II,['Horror'],Darren Lynn Bousman,6.3
3556,333371,10 Cloverfield Lane,"['Thriller', 'Science Fiction', 'Drama']",Dan Trachtenberg,6.8
3557,9012,Jackass: The Movie,"['Documentary', 'Comedy']",Jeff Tremaine,6.1
3558,345911,Lights Out,"['Horror', 'Thriller']",David F. Sandberg,6.3
3559,72571,Paranormal Activity 3,['Horror'],Henry Joost,5.9
3560,242512,Ouija,['Horror'],Stiles White,4.9
3561,10072,A Nightmare on Elm Street 3: Dream Warriors,"['Horror', 'Thriller']",Chuck Russell,6.5
3562,211954,Instructions Not Included,"['Comedy', 'Drama']",Eugenio Derbez,7.5
3563,82990,Paranormal Activity 4,['Horror'],Henry Joost,5.2
3564,29912,The Robe,['Drama'],Henry Koster,6.4
3565,11843,The Return of the Pink Panther,['Comedy'],Blake Edwards,6.7
3566,11284,Freddy's Dead: The Final Nightmare,"['Horror', 'Thriller', 'Comedy']",Rachel Talalay,5.1
3567,504,Monster,"['Crime', 'Drama']",Patty Jenkins,7.0
3568,173,"20,000 Leagues Under the Sea","['Adventure', 'Drama', 'Science Fiction']",Richard Fleischer,6.8
3569,227348,Paranormal Activity: The Marked Ones,"['Horror', 'Thriller']",Christopher B. Landon,5.2
3570,1955,The Elephant Man,"['Drama', 'History']",David Lynch,7.9
3571,152532,Dallas Buyers Club,"['Drama', 'History']",Jean-Marc Vallée,7.9
3572,243940,The Lazarus Effect,"['Thriller', 'Horror']",David Gelb,5.1
3573,77,Memento,"['Mystery', 'Thriller']",Christopher Nolan,8.1
3574,157547,Oculus,['Horror'],Mike Flanagan,6.3
3575,2295,Clerks II,['Comedy'],Kevin Smith,6.9
3576,71,Billy Elliot,"['Drama', 'Comedy', 'Music']",Stephen Daldry,7.4
3577,147773,The Way Way Back,"['Comedy', 'Drama']",Nat Faxon,7.1
3578,16096,House Party 2,['Comedy'],Doug McHenry,4.7
3579,24266,The Man from Snowy River,"['Family', 'Drama', 'Action', 'Western', 'Romance']",George T. Miller,6.8
3580,16508,Doug's 1st Movie,"['Animation', 'Family', 'Comedy']",Maurice Joyce,5.4
3581,2895,The Apostle,['Drama'],Robert Duvall,6.1
3582,15660,Mommie Dearest,['Drama'],Frank Perry,6.5
3583,59968,Our Idiot Brother,"['Comedy', 'Drama']",Jesse Peretz,5.9
3584,323677,Race,"['Action', 'Drama']",Stephen Hopkins,7.1
3585,19848,The Players Club,['Drama'],Ice Cube,6.4
3586,256274,"As Above, So Below","['Horror', 'Thriller']",John Erick Dowdle,6.1
3587,235271,Addicted,"['Drama', 'Thriller']",Bille Woodruff,5.4
3588,45153,Eve's Bayou,['Drama'],Kasi Lemmons,6.1
3589,284293,Still Alice,['Drama'],Richard Glatzer,7.5
3590,24973,The Egyptian,"['History', 'Drama']",Michael Curtiz,6.0
3591,21610,Nighthawks,"['Action', 'Crime', 'Thriller']",Bruce Malmuth,6.4
3592,10283,Friday the 13th Part VIII: Jason Takes Manhattan,"['Horror', 'Thriller']",Rob Hedden,4.8
3593,8346,My Big Fat Greek Wedding,"['Comedy', 'Drama', 'Romance']",Joel Zwick,6.2
3594,122081,Spring Breakers,"['Drama', 'Crime']",Harmony Korine,5.0
3595,10987,Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",Joe Chappelle,5.0
3596,1391,Y Tu Mamá También,"['Drama', 'Romance']",Alfonso Cuarón,7.3
3597,747,Shaun of the Dead,"['Horror', 'Comedy']",Edgar Wright,7.5
3598,14745,The Haunting of Molly Hartley,"['Drama', 'Horror']",Mickey Liddell,4.3
3599,26748,Lone Star,"['Drama', 'Mystery', 'Romance']",John Sayles,6.9
3600,11357,Halloween 4: The Return of Michael Myers,"['Horror', 'Thriller']",Dwight H. Little,5.9
3601,24913,April Fool's Day,"['Horror', 'Mystery']",Fred Walton,5.8
3602,13776,Diner,"['Comedy', 'Drama']",Barry Levinson,6.9
3603,14854,Lone Wolf McQuade,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",Steve Carver,5.5
3604,50357,Apollo 18,"['Horror', 'Thriller', 'Science Fiction']",Gonzalo López-Gallego,5.0
3605,13090,Sunshine Cleaning,"['Comedy', 'Drama']",Christine Jeffs,6.5
3606,192141,No Escape,"['Action', 'Thriller']",John Erick Dowdle,6.7
3607,16441,The Beastmaster,"['Action', 'Fantasy']",Don Coscarelli,6.0
3608,29996,Solomon and Sheba,"['Drama', 'History', 'Romance', 'War']",King Vidor,5.4
3609,351819,Fifty Shades of Black,"['Romance', 'Comedy']",Michael Tiddes,4.3
3610,14834,Not Easily Broken,"['Drama', 'Romance']",Bill Duke,6.3
3611,22649,A Farewell to Arms,"['Drama', 'Romance', 'War']",Frank Borzage,6.2
3612,378200,The Perfect Match,"['Comedy', 'Romance']",Bille Woodruff,5.2
3613,20455,Digimon: The Movie,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",Mamoru Hosoda,6.2
3614,13193,Saved!,"['Comedy', 'Drama']",Brian Dannelly,6.3
3615,11042,The Barbarian Invasions,"['Comedy', 'Crime', 'Drama']",Denys Arcand,6.7
3616,10786,Robin and Marian,"['Action', 'Adventure', 'Drama', 'Romance']",Richard Lester,6.6
3617,12484,The Forsaken,"['Action', 'Adventure', 'Horror', 'Thriller']",J.S. Cardone,4.9
3618,17339,Force 10 from Navarone,"['Action', 'Adventure', 'War', 'Thriller']",Guy Hamilton,6.4
3619,11959,UHF,['Comedy'],Jay Levey,6.7
3620,9900,Grandma's Boy,['Comedy'],Nicholaus Goossen,6.6
3621,14662,Slums of Beverly Hills,"['Comedy', 'Drama']",Tamara Jenkins,6.5
3622,335,Once Upon a Time in the West,['Western'],Sergio Leone,8.1
3623,15745,Made,"['Action', 'Comedy', 'Thriller']",Jon Favreau,6.3
3624,17431,Moon,"['Science Fiction', 'Drama']",Duncan Jones,7.6
3625,21014,Keeping Up with the Steins,['Comedy'],Scott Marshall,5.2
3626,78394,Sea Rex 3D: Journey to a Prehistoric World,['Documentary'],Ronan Chapalain,5.9
3627,10217,The Sweet Hereafter,['Drama'],Atom Egoyan,6.8
3628,46332,Of Gods and Men,"['Drama', 'History']",Xavier Beauvois,6.5
3629,13996,Bottle Shock,"['Comedy', 'Drama']",Randall Miller,6.6
3630,3028,Jekyll and Hyde ... Together Again,"['Comedy', 'Horror', 'Science Fiction']",Jerry Belson,4.6
3631,1024,Heavenly Creatures,"['Drama', 'Fantasy']",Peter Jackson,7.0
3632,343795,90 Minutes in Heaven,['Drama'],Michael Polish,5.4
3633,45658,Everything Must Go,"['Comedy', 'Drama', 'Romance']",Dan Rush,6.0
3634,16148,Zero Effect,"['Comedy', 'Crime', 'Mystery', 'Thriller']",Jake Kasdan,6.0
3635,4553,The Machinist,"['Thriller', 'Drama']",Brad Anderson,7.3
3636,36351,Light Sleeper,"['Drama', 'Crime']",Paul Schrader,5.7
3637,245916,Kill the Messenger,"['Thriller', 'Crime', 'Drama', 'Mystery']",Michael Cuesta,6.6
3638,27585,Rabbit Hole,['Drama'],John Cameron Mitchell,6.9
3639,1415,Party Monster,"['Comedy', 'Drama', 'Crime']",Fenton Bailey,5.9
3640,313922,Green Room,"['Horror', 'Crime', 'Thriller']",Jeremy Saulnier,6.7
3641,14474,The Oh in Ohio,"['Comedy', 'Drama', 'Romance']",Billy Kent,5.8
3642,199933,Atlas Shrugged Part III: Who is John Galt?,"['Drama', 'Science Fiction', 'Mystery']",James Manera,3.9
3643,13685,Bottle Rocket,"['Comedy', 'Crime', 'Drama']",Wes Anderson,6.8
3644,8744,Albino Alligator,"['Crime', 'Drama', 'Thriller']",Kevin Spacey,5.6
3645,38428,"Gandhi, My Father","['Drama', 'Foreign', 'History']",Feroz Abbas Khan,6.0
3646,8847,Standard Operating Procedure,['Documentary'],Errol Morris,6.6
3647,39269,Out of the Blue,['Drama'],Dennis Hopper,6.5
3648,46838,Tucker and Dale vs Evil,"['Comedy', 'Horror']",Eli Craig,7.3
3649,51384,"Lovely, Still","['Drama', 'Romance']",Nicholas Fackler,6.2
3650,56930,Tycoon,"['Action', 'Drama', 'Romance']",Richard Wallace,6.6
3651,41730,Desert Blue,"['Comedy', 'Drama']",Morgan J. Freeman,5.5
3652,18442,Decoys,"['Horror', 'Science Fiction', 'Thriller']",Matthew Hastings,4.7
3653,298312,The Visit,"['Horror', 'Thriller']",M. Night Shyamalan,6.0
3654,11600,Redacted,"['Drama', 'War']",Brian De Palma,6.2
3655,71547,Fascination,"['Romance', 'Thriller']",Klaus Menzel,3.8
3656,57876,Area 51,"['Horror', 'Thriller', 'Science Fiction']",Oren Peli,4.2
3657,77495,Sleep Tight,['Thriller'],Jaume Balagueró,7.0
3658,13849,The Cottage,"['Horror', 'Comedy', 'Crime', 'Thriller']",Paul Andrew Williams,6.3
3659,14849,Dead Like Me: Life After Death,"['Drama', 'Fantasy', 'Comedy']",Stephen Herek,5.8
3660,12486,Farce of the Penguins,"['Comedy', 'Documentary']",Bob Saget,3.2
3661,19615,Flying By,['Drama'],,7.0
3662,244403,Rudderless,"['Music', 'Drama', 'Comedy']",William H. Macy,7.4
3663,292481,Henry & Me,"['Family', 'Animation']",Barrett Esposito,3.0
3664,340816,Christmas Eve,"['Romance', 'Comedy']",Mitch Davis,6.1
3665,78814,We Have Your Husband,"['TV Movie', 'Crime', 'Drama', 'Thriller']",Eric Bross,5.0
3666,297596,Dying of the Light,"['Thriller', 'Drama']",Paul Schrader,4.5
3667,299552,Born Of War,"['Action', 'Thriller', 'War']",Vicky Jewson,4.1
3668,11935,Capricorn One,"['Drama', 'Action', 'Thriller', 'Science Fiction']",Peter Hyams,6.4
3669,113406,Should've Been Romeo,"['Comedy', 'Drama']",Marcia Bennett,0.0
3670,447027,Running Forever,['Family'],,0.0
3671,290825,Yoga Hosers,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Kevin Smith,4.7
3672,361159,Navy Seals vs. Zombies,"['Horror', 'Action']",Stanton Barrett,3.5
3673,12555,I Served the King of England,"['Comedy', 'Drama']",Jiří Menzel,7.0
3674,31175,Soul Kitchen,"['Drama', 'Comedy']",Fatih Akin,7.1
3675,12498,Sling Blade,['Drama'],Billy Bob Thornton,7.4
3676,77949,The Awakening,"['Horror', 'Thriller']",Nick Murphy ,6.3
3677,1690,Hostel,['Horror'],Eli Roth,5.7
3678,8435,A Cock and Bull Story,"['Comedy', 'Drama']",Michael Winterbottom,6.2
3679,64720,Take Shelter,"['Thriller', 'Drama']",Jeff Nichols,7.1
3680,49365,Lady in White,"['Horror', 'Thriller']",Frank LaLoggia,6.3
3681,11404,Driving Lessons,"['Drama', 'Comedy']",Jeremy Brock,6.3
3682,300706,Let's Kill Ward's Wife,['Comedy'],Scott Foley,5.5
3683,16337,The Texas Chainsaw Massacre 2,['Horror'],Tobe Hooper,5.9
3684,11577,Pat Garrett & Billy the Kid,['Western'],Sam Peckinpah,7.2
3685,77987,Only God Forgives,"['Drama', 'Thriller', 'Crime']",Nicolas Winding Refn,5.6
3686,40185,Camping Sauvage,"['Drama', 'Romance']",Christophe Ali,4.8
3687,68202,Without Men,"['Comedy', 'Romance']",Gabriela Tagliavini,4.6
3688,8981,Dear Frankie,"['Drama', 'Family']",Shona Auerbach,7.0
3689,10914,All Hat,"['Action', 'Comedy', 'Drama', 'Western']",Leonard Farlinger,1.0
3690,50848,The Names of Love,"['Drama', 'Comedy', 'Romance']",Michel Leclerc,7.3
3691,166624,Treading Water,"['Drama', 'Comedy']",Analeine Cal y Mayor,5.6
3692,10822,Savage Grace,['Drama'],Tom Kalin,5.7
3693,10844,Out of the Blue,['Drama'],Robert Sarkies,5.9
3694,9336,Police Academy,"['Comedy', 'Crime']",Hugh Wilson,6.5
3695,5689,The Blue Lagoon,"['Romance', 'Adventure', 'Drama']",Randal Kleiser,5.8
3696,712,Four Weddings and a Funeral,"['Comedy', 'Drama', 'Romance']",Mike Newell,6.6
3697,13342,Fast Times at Ridgemont High,['Comedy'],Amy Heckerling,7.0
3698,10339,Moby Dick,"['Adventure', 'Drama']",John Huston,6.9
3699,1429,25th Hour,"['Crime', 'Drama']",Spike Lee,7.2
3700,9303,Bound,"['Crime', 'Drama', 'Romance', 'Thriller']",Lilly Wachowski,6.9
3701,641,Requiem for a Dream,"['Crime', 'Drama']",Darren Aronofsky,7.9
3702,27686,State Fair,"['Music', 'Romance']",Walter Lang,6.2
3703,65749,Tango,"['Drama', 'Foreign', 'Romance']",Carlos Saura,6.8
3704,6106,Salvador,['Drama'],Oliver Stone,7.0
3705,252680,Moms' Night Out,['Comedy'],Jon Erwin,5.5
3706,141,Donnie Darko,"['Fantasy', 'Drama', 'Mystery']",Richard Kelly,7.7
3707,66607,Saving Private Perez,"['Action', 'Comedy', 'Foreign']",Beto Gómez,6.1
3708,17139,Character,"['Drama', 'Foreign', 'History']",Mike van Diem,7.7
3709,12079,Spun,"['Comedy', 'Crime', 'Drama']",Jonas Åkerlund,6.6
3710,39800,Life During Wartime,"['Comedy', 'Drama']",Todd Solondz,6.3
3711,4550,Sympathy for Lady Vengeance,"['Drama', 'Thriller']",Park Chan-wook,7.4
3712,62116,Mozart's Sister,['Drama'],René Féret,6.2
3713,9991,Mean Machine,"['Comedy', 'Drama']",Barry Skolnick,6.0
3714,13807,Exiled,"['Action', 'Crime', 'Thriller']",Johnnie To,7.0
3715,68818,Blackthorn,"['Adventure', 'Action', 'Western']",Mateo Gil,6.6
3716,12093,Lilya 4-ever,"['Crime', 'Drama']",Lukas Moodysson,7.7
3717,36419,After.Life,"['Drama', 'Horror', 'Mystery', 'Thriller']",Agnieszka Wojtowicz-Vosloo,5.4
3718,281730,Fugly,"['Comedy', 'Drama', 'Thriller']",Kabir Sadanand,5.3
3719,510,One Flew Over the Cuckoo's Nest,['Drama'],Miloš Forman,8.2
3720,362105,R.L. Stine's Monsterville: The Cabinet of Souls,"['Comedy', 'Horror']",Peter DeLuise,6.9
3721,10970,Silent Movie,['Comedy'],Mel Brooks,6.7
3722,375290,Airlift,"['Thriller', 'Action', 'Drama', 'History']",Raja Menon,7.3
3723,17663,Anne of Green Gables,"['Drama', 'Family']",Kevin Sullivan,8.2
3724,270938,Falcon Rising,"['Adventure', 'Action']",Ernie Barbarash,5.5
3725,116613,The Sweeney,"['Action', 'Drama', 'Crime']",Nick Love,5.7
3726,11826,Sexy Beast,"['Crime', 'Drama', 'Thriller']",Jonathan Glazer,7.0
3727,29920,Easy Money,"['Drama', 'Thriller', 'Crime']",Daniel Espinosa,6.5
3728,1088,Whale Rider,"['Drama', 'Family']",Niki Caro,7.1
3729,26379,Paa,"['Drama', 'Family', 'Foreign']",,6.6
3730,34069,Cargo,"['Thriller', 'Mystery', 'Science Fiction']",Ivan Engler,5.9
3731,10947,High School Musical,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",Kenny Ortega,6.1
3732,47452,Love and Death on Long Island,"['Drama', 'Romance', 'Foreign']",Richard Kwietniowski,6.9
3733,3040,Night Watch,"['Fantasy', 'Action', 'Thriller']",Timur Bekmambetov,6.3
3734,11386,The Crying Game,"['Romance', 'Crime', 'Drama', 'Thriller']",Neil Jordan,6.9
3735,10246,Porky's,['Comedy'],Bob Clark,6.1
3736,29426,Survival of the Dead,"['Horror', 'Science Fiction']",George A. Romero,4.6
3737,10331,Night of the Living Dead,['Horror'],George A. Romero,7.5
3738,153,Lost in Translation,['Drama'],Sofia Coppola,7.3
3739,703,Annie Hall,"['Comedy', 'Drama', 'Romance']",Woody Allen,7.8
3740,27191,The Greatest Show on Earth,"['Action', 'Drama', 'Romance']",Cecil B. DeMille,6.6
3741,1365,Monster's Ball,"['Drama', 'Romance']",Marc Forster,6.5
3742,287424,Maggie,['Horror'],Henry Hobson,5.2
3743,451,Leaving Las Vegas,"['Drama', 'Romance']",Mike Figgis,7.1
3744,165864,Hansel and Gretel Get Baked,"['Horror', 'Comedy']",Duane Journey,4.8
3745,987,The Front Page,"['Romance', 'Drama', 'Comedy']",Billy Wilder,6.9
3746,241251,The Boy Next Door,['Thriller'],Rob Cohen,4.1
3747,40494,Trapeze,['Drama'],Carol Reed,6.4
3748,39781,The Kids Are All Right,"['Comedy', 'Drama']",Lisa Cholodenko,6.5
3749,8337,They Live,"['Action', 'Horror', 'Science Fiction', 'Thriller']",John Carpenter,7.1
3750,5925,The Great Escape,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",John Sturges,7.8
3751,8357,What the #$*! Do We (K)now!?,['Documentary'],William Arntz,5.8
3752,146203,The Last Exorcism Part II,"['Horror', 'Thriller']",Ed Gass-Donnelly,4.4
3753,85350,Boyhood,['Drama'],Richard Linklater,7.5
3754,512,Scoop,"['Comedy', 'Mystery']",Woody Allen,6.4
3755,13408,The Wash,"['Action', 'Comedy']",DJ Pooh,5.3
3756,47816,3 Strikes,"['Action', 'Comedy', 'Romance']",DJ Pooh,5.9
3757,10744,The Cooler,"['Drama', 'Romance']",Wayne Kramer,6.7
3758,11536,The Misfits,"['Drama', 'Action', 'Romance']",John Huston,6.8
3759,9782,The Night Listener,"['Drama', 'Thriller']",Patrick Stettner,5.5
3760,18713,The Jerky Boys,"['Comedy', 'Crime']",James Melkonian,4.8
3761,6537,The Orphanage,"['Horror', 'Drama', 'Thriller']",Juan Antonio Bayona,7.1
3762,184345,A Haunted House 2,"['Comedy', 'Horror']",Michael Tiddes,5.4
3763,1809,The Rules of Attraction,"['Comedy', 'Drama', 'Romance']",Roger Avary,6.3
3764,2370,Topaz,"['Action', 'Drama', 'Mystery', 'Thriller']",Alfred Hitchcock,6.1
3765,9809,Let's Go to Prison,"['Comedy', 'Crime']",Bob Odenkirk,5.5
3766,5,Four Rooms,"['Crime', 'Comedy']",Allison Anders,6.5
3767,11013,Secretary,"['Comedy', 'Drama', 'Romance']",Steven Shainberg,6.7
3768,19153,The Real Cancun,['Documentary'],Rick de Oliveira,3.3
3769,10132,Talk Radio,['Drama'],Oliver Stone,6.7
3770,16448,Waiting for Guffman,"['Music', 'Comedy']",Christopher Guest,7.3
3771,15122,Love Stinks,"['Comedy', 'Romance']",Jeff Franklin,5.4
3772,8141,You Kill Me,"['Comedy', 'Crime', 'Thriller', 'Romance']",John Dahl,6.2
3773,1546,Thumbsucker,"['Comedy', 'Drama']",Mike Mills,6.1
3774,48572,Red State,"['Horror', 'Action', 'Thriller']",Kevin Smith,5.9
3775,14517,Mirrormask,['Fantasy'],Dave McKean,6.6
3776,89708,Samsara,"['Drama', 'Documentary']",Ron Fricke,8.0
3777,27551,The Barbarians,"['Fantasy', 'Adventure']",Ruggero Deodato,5.1
3778,64678,The Art of Getting By,"['Drama', 'Romance']",Gavin Wiesen,6.5
3779,309503,Zipper,"['Thriller', 'Drama']",Mora Stephens,5.5
